新闻与传播	1	6	0.167
供燃气	24	141	0.170
通风及空调工程	24	141	0.170
供热	24	141	0.170
社会语言学	3	16	0.188
语言	3	16	0.188
美学	13	67	0.194
deep	1	5	0.200
中国语言文字	14	70	0.200
环境经济学	1	5	0.200
社会企业	1	5	0.200
建築	2	10	0.200
教育学社会学	1	5	0.200
資料科學	1	5	0.200
图书馆学	3	14	0.214
人机与环境工程	2	9	0.222
神经语言学	4	18	0.222
新闻传播	3	13	0.231
世界史学理论与史学史	4	17	0.235
visual	1	4	0.250
数学软件	1	4	0.250
文化学	1	4	0.250
私募基金	1	4	0.250
电力电子	1	4	0.250
临床心理学	1	4	0.250
廣告學	1	4	0.250
政治策略	1	4	0.250
中外文化	2	8	0.250
facepercep	1	4	0.250
水文水资源	1	4	0.250
霾害	1	4	0.250
創新創業	1	4	0.250
新媒体运营	1	4	0.250
rmse	1	4	0.250
诗词	2	8	0.250
发展经济学	1	4	0.250
普通心理学	1	4	0.250
建筑节能	2	8	0.250
电路	1	4	0.250
脑神经科学	1	4	0.250
政治學	2	7	0.286
政治学理论	9	31	0.290
景观生态学	3	10	0.300
神经结构	1	3	0.333
符号学	3	9	0.333
网络思政	1	3	0.333
社科	3	9	0.333
记忆	1	3	0.333
虚拟现实	2	6	0.333
咖啡技术	1	3	0.333
法律谈判	1	3	0.333
规划学	1	3	0.333
大數據	1	3	0.333
饮食文化	1	3	0.333
图形学	1	3	0.333
土力学	2	6	0.333
脑认知	1	3	0.333
教育经济学	1	3	0.333
航空航天	1	3	0.333
消费社会学	1	3	0.333
固体废弃物	1	3	0.333
情绪	1	3	0.333
人文地理	1	3	0.333
决策	2	6	0.333
道德	2	6	0.333
智能交通	1	3	0.333
市場管理	1	3	0.333
社会统计学	1	3	0.333
社会文化	1	3	0.333
時事	2	6	0.333
医疗健康	1	3	0.333
能源	33	98	0.337
基础心理学	3	8	0.375
公安学	3	8	0.375
汉语史	5	13	0.385
生物大分子	2	5	0.400
编剧	2	5	0.400
图像处理	2	5	0.400
量子力學	2	5	0.400
全球化与教育治理	2	5	0.400
現代物理	2	5	0.400
情感	2	5	0.400
思想	2	5	0.400
航太	2	5	0.400
日本文学	3	7	0.429
外语	7	16	0.438
海洋生物学	15	34	0.441
影视	4	9	0.444
知识产权	4	9	0.444
新闻传播学	106	236	0.449
诚实信用原则	2	4	0.500
儿童心理学	4	8	0.500
团体辅导	1	2	0.500
学生社团	1	2	0.500
奥运	2	4	0.500
认知神经科学	1	2	0.500
哲学思想	1	2	0.500
國際	2	4	0.500
环境规划	1	2	0.500
#腳踏車	2	4	0.500
养老	1	2	0.500
文化交流	1	2	0.500
论文研读	1	2	0.500
植物学	1	2	0.500
国际文化交流	1	2	0.500
优化与建模	1	2	0.500
银行	1	2	0.500
倫理學	3	6	0.500
中文	5	10	0.500
注意与认知	2	4	0.500
权利滥用禁止原则	2	4	0.500
管理与工程科学	1	2	0.500
特征提取	1	2	0.500
工程建设	1	2	0.500
流程优化	1	2	0.500
西班牙语	1	2	0.500
审美学	1	2	0.500
神经网络	2	4	0.500
环境数学模型	1	2	0.500
社会现象	1	2	0.500
国际工程管理	2	4	0.500
日本文化	1	2	0.500
理财	1	2	0.500
大数据与城市规划	1	2	0.500
法国当代思想	3	6	0.500
辐射防护与环境保护	6	12	0.500
水力学	1	2	0.500
生物催化	1	2	0.500
类脑智能	1	2	0.500
志愿公益	1	2	0.500
媒介发展	1	2	0.500
硅灰流变	1	2	0.500
名族史	1	2	0.500
安全	1	2	0.500
统计学与运筹学	1	2	0.500
戰爭	2	4	0.500
数据	1	2	0.500
中国特色社会主义理论	1	2	0.500
纳米材料科学	1	2	0.500
进化心理学	2	4	0.500
生物矿化	4	8	0.500
素食	1	2	0.500
跨文化传播	1	2	0.500
环境科学	10	20	0.500
大学生	1	2	0.500
#運動	2	4	0.500
能源经济学	1	2	0.500
#機械	2	4	0.500
民族	2	4	0.500
自然需要处理	1	2	0.500
建設管理	1	2	0.500
微创诊疗	6	12	0.500
职业规划	2	4	0.500
sba	2	4	0.500
政治哲学	2	4	0.500
农村教育	1	2	0.500
歌词	1	2	0.500
护理学	1	2	0.500
组织管理	1	2	0.500
光谱成像技术	1	2	0.500
韩语	1	2	0.500
production	1	2	0.500
民俗学	1	2	0.500
hci	2	4	0.500
物权	2	4	0.500
土木工程材料	1	2	0.500
能源与环保	1	2	0.500
传播学	53	101	0.525
外国语言学及应用语言学	25	47	0.532
考古学	11	20	0.550
经济史	8	14	0.571
声学	4	7	0.571
公共政策	4	7	0.571
专门史	15	26	0.577
神经科学	7	12	0.583
加速器	10	17	0.588
语言学	50	84	0.595
翻译	3	5	0.600
理论	3	5	0.600
企業發展	3	5	0.600
应用心理学	3	5	0.600
宇宙	3	5	0.600
生物工程	33	54	0.611
临床医学	97	158	0.614
民族学	7	11	0.636
设计学	103	160	0.644
电影	17	26	0.654
中国语言文学	377	570	0.661
语料库语言学	2	3	0.667
个人资料	2	3	0.667
课堂小组讨论	2	3	0.667
机械	2	3	0.667
化工	4	6	0.667
美术	4	6	0.667
history	2	3	0.667
历史文化	2	3	0.667
建筑环境与能源应用	6	9	0.667
形成权	2	3	0.667
计算机网络及应用	2	3	0.667
请求权	2	3	0.667
皮亚杰理论	2	3	0.667
食品科学与工程	2	3	0.667
个性心理	2	3	0.667
古代文学	2	3	0.667
支教	2	3	0.667
linguistic	2	3	0.667
系统工程	10	15	0.667
交互设计	2	3	0.667
播音健身游泳跑步	4	6	0.667
职业发展	2	3	0.667
gis	2	3	0.667
nlp	2	3	0.667
航天医学与医学工程	2	3	0.667
数据分析	4	6	0.667
两岸交流	2	3	0.667
理论学习	2	3	0.667
心里过程	2	3	0.667
消费者心理学	2	3	0.667
交叉	2	3	0.667
数据库安全	2	3	0.667
认知心理学	37	54	0.685
艺术学理论	25	36	0.694
建筑技术科学	23	33	0.697
生物医学工程	334	470	0.711
化学科学与工程	5	7	0.714
人文地理学	5	7	0.714
两岸关系	5	7	0.714
植物保护	5	7	0.714
汽车工程	5	7	0.714
计算几何	5	7	0.714
环境科学与技术	5	7	0.714
社会学	288	400	0.720
经济与管理科学	8	11	0.727
手术导航系统	8	11	0.727
脑机能	8	11	0.727
公共政策研究	8	11	0.727
医疗器械人	8	11	0.727
psychology	11	15	0.733
經濟學	11	15	0.733
运动	12	16	0.750
博士生英语	3	4	0.750
#語文	3	4	0.750
电子工程	3	4	0.750
蒙古文化	3	4	0.750
乔姆斯基	3	4	0.750
国际新闻	3	4	0.750
工程与系统科学	3	4	0.750
时事	3	4	0.750
多能互补	3	4	0.750
歷史	3	4	0.750
法院判决	3	4	0.750
反垄断	3	4	0.750
#泰國	3	4	0.750
通讯工程	3	4	0.750
国际经济法	3	4	0.750
时间管理	6	8	0.750
技术	3	4	0.750
社会调研	3	4	0.750
新闻传播科学	3	4	0.750
早期发育	3	4	0.750
专利	3	4	0.750
言语获得	3	4	0.750
smt	3	4	0.750
刑事案件	3	4	0.750
營銷學	3	4	0.750
人行为研究	3	4	0.750
未來	6	8	0.750
数字视频处理	3	4	0.750
人格心理学	6	8	0.750
食品化工	3	4	0.750
商法学	3	4	0.750
发展心理学	13	17	0.765
民法	10	13	0.769
人类学	44	56	0.786
恋爱	4	5	0.800
跨国并购	4	5	0.800
公益	8	10	0.800
职业生涯规划	4	5	0.800
工业催化	4	5	0.800
生物化工	12	15	0.800
历史文献学	4	5	0.800
项目管理	4	5	0.800
会计学	87	108	0.806
区域经济学	84	104	0.808
宪法学与行政法学	13	16	0.812
教育	24	29	0.828
心理学	559	675	0.828
外国哲学	69	83	0.831
刑法	5	6	0.833
新媒体	5	6	0.833
研究方法	5	6	0.833
国际法学	15	18	0.833
工程	37	44	0.841
宗教学	33	39	0.846
工业工程	13	15	0.867
戏剧与影视学	86	99	0.869
生物医学光学	14	16	0.875
企业管理	78	89	0.876
体育学	103	114	0.904
日语	10	11	0.909
建设管理	10	11	0.909
艺术	33	36	0.917
公共卫生与预防医学	12	13	0.923
外国语言文学	108	117	0.923
西方经济学	28	30	0.933
马克思主义哲学	63	67	0.940
django	19	20	0.950
世界史	19	20	0.950
纳米材料的成像分析	3	3	1.000
人文社科	2	2	1.000
环境学	4	4	1.000
成功	1	1	1.000
纳米	3	3	1.000
左传	2	2	1.000
公共事务治理	5	5	1.000
法学交叉学科	1	1	1.000
中国史	64	64	1.000
兩性關係	4	4	1.000
建筑策划	10	10	1.000
管理学与建筑学	1	1	1.000
文化与社会	1	1	1.000
建筑历史与理论	1	1	1.000
专业学位与研究生教育	1	1	1.000
economics	1	1	1.000
班级建设	1	1	1.000
中国国情与战略	5	5	1.000
人文社会科学	2	2	1.000
国际新闻采编	1	1	1.000
公共安全	2	2	1.000
古代建筑	3	3	1.000
经济人类学	2	2	1.000
语料库	1	1	1.000
移动数据可视化	1	1	1.000
跑步科学	1	1	1.000
自然	1	1	1.000
保险法	2	2	1.000
地方政府行为	1	1	1.000
乏燃料	2	2	1.000
信息采集	3	3	1.000
美术史	1	1	1.000
指数	1	1	1.000
住宅建筑	4	4	1.000
经济法学	3	3	1.000
水治理	5	5	1.000
固体废物资源化工程	1	1	1.000
学术研究	1	1	1.000
spss	2	2	1.000
音乐	14	14	1.000
生产	1	1	1.000
环境经济	1	1	1.000
创造力	2	2	1.000
经济社会学	2	2	1.000
电力电子电路	3	3	1.000
国际化教育	1	1	1.000
规划	3	3	1.000
车辆	2	2	1.000
工业生态化	1	1	1.000
管理學	2	2	1.000
水利	4	4	1.000
建筑设计	10	10	1.000
电工技术	1	1	1.000
传媒	1	1	1.000
新闻	11	11	1.000
地水源热泵	7	7	1.000
电影制作	1	1	1.000
逻辑	1	1	1.000
磁學	2	2	1.000
健康传播	1	1	1.000
商品設計	4	4	1.000
规划治理	2	2	1.000
液态金属	2	2	1.000
海关	1	1	1.000
学生工作	4	4	1.000
多媒體	4	4	1.000
写作	2	2	1.000
摩擦学	1	1	1.000
佛学	1	1	1.000
信号与系统	3	3	1.000
网球	2	2	1.000
行为经济学	1	1	1.000
资源与环境经济学	30	30	1.000
景观规划	1	1	1.000
网络安全	2	2	1.000
文学艺术	1	1	1.000
外交学	3	3	1.000
进出口贸易	1	1	1.000
共享经济	3	3	1.000
社会科学	22	22	1.000
电子课程设计	2	2	1.000
图书出版	1	1	1.000
认知心理	4	4	1.000
柔性加工车间	1	1	1.000
形象的塑造与传播	1	1	1.000
数字人文	2	2	1.000
技巧探討	1	1	1.000
语言相对论	3	3	1.000
arab	2	2	1.000
统计学习	2	2	1.000
工程心理学	8	8	1.000
社会发展	4	4	1.000
供暖系统	3	3	1.000
城市政治学	1	1	1.000
生理学	2	2	1.000
人文历史	4	4	1.000
消防安全	1	1	1.000
城市社会学	2	2	1.000
ajex	2	2	1.000
科研学术	1	1	1.000
无线电物理	5	5	1.000
变态心理学	4	4	1.000
燃料电池燃料电池	1	1	1.000
人口	30	30	1.000
数据处理	2	2	1.000
问题解决心理学	2	2	1.000
口语训练	3	3	1.000
文艺学	2	2	1.000
消费心理学	5	5	1.000
对外交流	2	2	1.000
經濟	18	18	1.000
軟體工程	4	4	1.000
因果关系	2	2	1.000
理论物理学	2	2	1.000
双创	1	1	1.000
风景园林	8	8	1.000
调度原理	1	1	1.000
新闻与传播学	1	1	1.000
微纳米力学	1	1	1.000
神经工程	4	4	1.000
组织行为学	3	3	1.000
概率	3	3	1.000
礼仪	2	2	1.000
认知	2	2	1.000
生产调度	1	1	1.000
战略	3	3	1.000
词语学	1	1	1.000
锂电	3	3	1.000
碳材料	3	3	1.000
国际经济	2	2	1.000
市场研究	1	1	1.000
核燃料循环与材料	3	3	1.000
夏热冬冷地区	4	4	1.000
拉美文学	2	2	1.000
调研	3	3	1.000
b端业务	2	2	1.000
模拟计算分析	4	4	1.000
适老化改造	2	2	1.000
文献	1	1	1.000
大学文化与创新人才	2	2	1.000
行政法学	1	1	1.000
商务英语	3	3	1.000
国际文化	1	1	1.000
应用语言学	1	1	1.000
杨芳老师	1	1	1.000
高等教育	6	6	1.000
风险管理	2	2	1.000
服装	3	3	1.000
咨询心理学	2	2	1.000
免疫	3	3	1.000
建筑	9	9	1.000
城市规划	14	14	1.000
心理与生活	3	3	1.000
计算生物学	1	1	1.000
碳纳米材料	3	3	1.000
微磁学	2	2	1.000
医院管理	2	2	1.000
智能穿戴设备	1	1	1.000
空气净化	1	1	1.000
现代社会研究	3	3	1.000
摄影美学	3	3	1.000
文化	40	39	1.026
化学工程与技术	31	30	1.033
国民经济学	56	54	1.037
统计	16	15	1.067
可视化	78	73	1.068
精密仪器及机械	43	40	1.075
交通运输工程	127	118	1.076
法学理论	14	13	1.077
核技术与应用	41	37	1.108
行政管理	100	90	1.111
工商管理	87	78	1.115
青少年	28	25	1.120
海洋科学	9	8	1.125
室内空气品质	9	8	1.125
运筹学	9	8	1.125
法學	17	15	1.133
中国哲学	50	44	1.136
分子生物学	8	7	1.143
金属工艺	8	7	1.143
风景园林学	50	43	1.163
逻辑学	28	24	1.167
智慧城市	7	6	1.167
电子政务	7	6	1.167
環保	7	6	1.167
选调	7	6	1.167
管理心理学	7	6	1.167
地球物理学	7	6	1.167
医学	422	361	1.169
科学技术哲学	34	29	1.172
文学	1520	1295	1.174
光学工程	303	257	1.179
信息与通信工程	163	138	1.181
教育学	1244	1048	1.187
金融	37	31	1.194
国际政治	36	30	1.200
日语语言文学	18	15	1.200
艺术学	512	424	1.208
社会	28	23	1.217
管理学	978	802	1.219
知识产权法	5	4	1.250
亚非语言文学	5	4	1.250
史学理论及中国史学史	10	8	1.250
伦理学	40	32	1.250
中药学	5	4	1.250
大气物理学与大气环境	19	15	1.267
光学	33	26	1.269
读书	9	7	1.286
法语语言文学	9	7	1.286
社会实践	9	7	1.286
人文	18	14	1.286
数字图像处理	18	14	1.286
环境工程	58	45	1.289
公司治理	22	17	1.294
算法	13	10	1.300
劳动经济学	26	20	1.300
科学技术史	47	36	1.306
生物学	287	219	1.311
测绘科学与技术	21	16	1.312
物理	21	16	1.312
高分子化学与物理	21	16	1.312
心理	29	22	1.318
社群軟體	4	3	1.333
电力电子技术	20	15	1.333
＃減肥	4	3	1.333
环境	12	9	1.333
生態	4	3	1.333
公共服务	4	3	1.333
小篆	4	3	1.333
中医	4	3	1.333
中文系	4	3	1.333
法官最終裁量權	4	3	1.333
環境	4	3	1.333
总统大选	4	3	1.333
航天技术	4	3	1.333
城乡规划学	48	36	1.333
＃健康	4	3	1.333
军队政治工作学	4	3	1.333
人力资源管理	4	3	1.333
性格色彩	4	3	1.333
地理学	4	3	1.333
深度学习	8	6	1.333
通信工程	4	3	1.333
服装业	4	3	1.333
行銷	4	3	1.333
军事历史学	4	3	1.333
地球科學	4	3	1.333
党建	4	3	1.333
生物構造	4	3	1.333
＃體態	4	3	1.333
青少年犯罪	4	3	1.333
国际贸易学	43	32	1.344
政治学	129	96	1.344
美术学	190	141	1.348
控制科学与工程	87	64	1.359
哲学	1054	771	1.367
经济学	2038	1484	1.373
社群	22	16	1.375
社会心理学	22	16	1.375
产业经济学	267	193	1.383
建筑学	96	69	1.391
水利工程	14	10	1.400
机器人	7	5	1.400
法学	634	451	1.406
药学	17	12	1.417
債券	17	12	1.417
金融學	17	12	1.417
資本市場	17	12	1.417
医学技术	144	99	1.455
運動	57	39	1.462
软件	22	15	1.467
国际关系	69	47	1.468
新闻学	56	38	1.474
数据可视化	3	2	1.500
汤浅现象	3	2	1.500
当代政治	3	2	1.500
生物柴油	3	2	1.500
理科实验	3	2	1.500
系统优化	3	2	1.500
计算机科学	6	4	1.500
问题解决模型	3	2	1.500
城镇化	3	2	1.500
亚采样	3	2	1.500
书法	6	4	1.500
社会新闻	3	2	1.500
土地资源管理	6	4	1.500
断裂与疲劳	3	2	1.500
养生学	3	2	1.500
凸优化	3	2	1.500
英語	3	2	1.500
演讲与口才	3	2	1.500
中西差异	3	2	1.500
自我學習	3	2	1.500
景观	3	2	1.500
书籍	3	2	1.500
用户群体细分	3	2	1.500
一带一路	3	2	1.500
基层	3	2	1.500
人才培养	3	2	1.500
科普宣传	3	2	1.500
社会调查	3	2	1.500
网络	12	8	1.500
农林经济管理	6	4	1.500
市场调研	3	2	1.500
市场营销	3	2	1.500
应用化学	18	12	1.500
功能固着	3	2	1.500
展览	3	2	1.500
心裡	3	2	1.500
商法	9	6	1.500
金融学	657	436	1.507
软件工程	332	220	1.509
建築管理	23	15	1.533
管理	64	41	1.561
房地產	30	19	1.579
中国近代史	49	31	1.581
科技	73	46	1.587
英语语言文学	162	102	1.588
english	8	5	1.600
生活	69	43	1.605
应用经济学	474	295	1.607
环境科学与工程	42	26	1.615
数量经济学	21	13	1.615
跨文化	13	8	1.625
分析化学	36	22	1.636
公共管理	318	193	1.648
数学	165	100	1.650
经济	43	26	1.654
科学与人文	5	3	1.667
跑	5	3	1.667
生存感悟与生活境遇	5	3	1.667
核发展	5	3	1.667
法理学	5	3	1.667
自动控制	5	3	1.667
三农问题	15	9	1.667
前景	5	3	1.667
计算机应用	5	3	1.667
水文学与水资源	45	27	1.667
刑法学	10	6	1.667
弹塑性力学	5	3	1.667
民商法学	52	31	1.677
马克思主义理论	42	25	1.680
英语	79	47	1.681
信号与信息处理	54	32	1.688
管理科学与工程	499	295	1.692
核科学与技术	46	27	1.704
旅遊	29	17	1.706
税法	24	14	1.714
基础医学	110	64	1.719
創意	43	25	1.720
建築學	19	11	1.727
数据挖掘	45	26	1.731
房地产经济学	33	19	1.737
音乐与舞蹈学	75	43	1.744
校园文化	7	4	1.750
能源互联网	7	4	1.750
美国	7	4	1.750
体育运动学	7	4	1.750
公司法	7	4	1.750
电动汽车	7	4	1.750
人因学	7	4	1.750
化学工艺	7	4	1.750
研究生社工	7	4	1.750
水力学及河流动力学	30	17	1.765
纳税筹划	23	13	1.769
体育	57	32	1.781
计算机软件与理论	368	206	1.786
历史	93	52	1.788
市政工程	43	24	1.792
中国现代史	18	10	1.800
宏观经济学	9	5	1.800
教育管理	9	5	1.800
大数据分析	9	5	1.800
电路与系统	45	25	1.800
历史学	765	424	1.804
社會	103	57	1.807
生态学	58	32	1.812
理学	728	399	1.825
通信与信息系统	84	46	1.826
马克思主义	11	6	1.833
财政学	15	8	1.875
體育	53	28	1.893
政治经济学	33	17	1.941
	6	3	2.000
生物化学	2	1	2.000
世界地区国别史	20	10	2.000
戏剧	2	1	2.000
生活品位	2	1	2.000
大选	2	1	2.000
高铁国际化	2	1	2.000
vr	4	2	2.000
r语言	2	1	2.000
石油与天然气工程	10	5	2.000
计算力学	2	1	2.000
文化对比	2	1	2.000
商标权	4	2	2.000
科研体系	2	1	2.000
阶级社会学	2	1	2.000
信息安全	2	1	2.000
茶道	4	2	2.000
建筑环境	2	1	2.000
商业分析	2	1	2.000
党章学习	2	1	2.000
法国文化	2	1	2.000
小说	2	1	2.000
移动计算	2	1	2.000
择业规划	2	1	2.000
保健	8	4	2.000
中医学	8	4	2.000
health	4	2	2.000
三禮學	2	1	2.000
动漫	6	3	2.000
传统武术	2	1	2.000
福利国家	2	1	2.000
电影学	2	1	2.000
宗教	12	6	2.000
明清史	2	1	2.000
数理统计	4	2	2.000
国际	4	2	2.000
外国语	2	1	2.000
hvdc	10	5	2.000
程式設計	4	2	2.000
结构超润滑	2	1	2.000
俄语文学	2	1	2.000
行为	2	1	2.000
科学哲学	6	3	2.000
中国语言学	4	2	2.000
制导与控制	20	10	2.000
房地产投资	2	1	2.000
沟通	2	1	2.000
工程担保	2	1	2.000
环境问题	2	1	2.000
击剑	2	1	2.000
世界古代中古史	2	1	2.000
运营管理	4	2	2.000
数据伦理	2	1	2.000
图像压缩	2	1	2.000
驾驶安全	2	1	2.000
社会事业	2	1	2.000
交通经济学	2	1	2.000
形式化方法	2	1	2.000
中马	2	1	2.000
＃ｃｏ2	4	2	2.000
流体力学	34	17	2.000
英美法	4	2	2.000
物理海洋学	8	4	2.000
水库	2	1	2.000
计算机视觉	2	1	2.000
北朝經學	2	1	2.000
台湾	2	1	2.000
高级心理统计	4	2	2.000
研究生德育工作	6	3	2.000
经济思想史	8	4	2.000
人物传记	4	2	2.000
阅读方法	4	2	2.000
人機交互	2	1	2.000
园艺学	4	2	2.000
建筑安全	2	1	2.000
建設項目管理	2	1	2.000
互联网金融	4	2	2.000
日本	8	4	2.000
环境监测	2	1	2.000
隔振	2	1	2.000
#保護	4	2	2.000
广告	2	1	2.000
科幻小说	2	1	2.000
材料本构	2	1	2.000
话剧	2	1	2.000
泛函分析	2	1	2.000
营养与健康	2	1	2.000
婦科	4	2	2.000
＃環境	4	2	2.000
动态规划	2	1	2.000
音乐剧	2	1	2.000
经学	2	1	2.000
南亚研究	2	1	2.000
自动化	4	2	2.000
钱穆治学心得	4	2	2.000
计算机	95	47	2.021
计算机科学与技术	814	401	2.030
机器学习	67	33	2.030
控制理论与控制工程	45	22	2.045
电子科学与技术	321	153	2.098
股票	34	16	2.125
物理化学	15	7	2.143
数值分析	26	12	2.167
闯世界经验分享	13	6	2.167
个人规划	13	6	2.167
计算机应用技术	701	323	2.170
机械制造及其自动化	50	23	2.174
生物	72	33	2.182
交通	46	21	2.190
人工智能	22	10	2.200
信息科学	11	5	2.200
统计学	133	60	2.217
交通工程	9	4	2.250
語言	9	4	2.250
创业	55	24	2.292
工学	2354	1026	2.294
心理學	7	3	2.333
创新创业	7	3	2.333
无机化学	7	3	2.333
隧道工程	7	3	2.333
地质学	7	3	2.333
商业	26	11	2.364
凝聚态物理	71	30	2.367
技术经济及管理	50	21	2.381
欧洲语言文学	31	13	2.385
导航	24	10	2.400
法律	24	10	2.400
港口	12	5	2.400
海岸及近海工程	12	5	2.400
人生规划	12	5	2.400
大地测量学与测量工程	12	5	2.400
地球科学	29	12	2.417
计算机系统结构	375	154	2.435
模式识别与智能系统	27	11	2.455
材料科学与工程	142	57	2.491
质谱磷脂检测细胞成像	15	6	2.500
口语交流	5	2	2.500
大气科学	25	10	2.500
致癌	5	2	2.500
材料物理与化学	55	22	2.500
交通流理论	5	2	2.500
人机交互	5	2	2.500
火焰合成	5	2	2.500
工作輔導	5	2	2.500
心理調適	5	2	2.500
大气海洋	5	2	2.500
新兴体育	5	2	2.500
世界经济	15	6	2.500
人事協調	5	2	2.500
生命科学	5	2	2.500
社会医学与卫生事业管理	5	2	2.500
建筑业	5	2	2.500
it	5	2	2.500
土木专业	5	2	2.500
国防经济	20	8	2.500
英语口语交流	5	2	2.500
风险评估	5	2	2.500
＃運動	5	2	2.500
減肥	5	2	2.500
智慧交通	5	2	2.500
媒体	5	2	2.500
理论经济学	398	159	2.503
热能工程	51	20	2.550
醫學	52	20	2.600
土木工程	328	125	2.624
健康	42	16	2.625
